player_name,player_id,season,attempts,custom_rating,efficiency_score,impact_score,consistency_score,volume_score,ball_security_score,pressure_score,mobility_rating,aggression_rating,accuracy_rating,ball_security_rating,pocket_presence_rating,playmaking_rating,total_pass_epa,cpoe,pass_success_rate,turnover_rate,sack_rate,qbr_rating,elo_rating
J.Brissett,00-0033119,2025,395.0,74.11372273383236,76.06945680376792,66.41408010425467,78.64138482436104,59.97023232080721,83.46747916326217,69.81367377643332,61.27002351130558,71.38834710933284,83.54750392746917,89.52971901159691,74.11994006449592,77.39190093140758,6.708899860141676,2.8553356757251227,0.47341772151898737,0.012285012285012284,0.07125307125307126,40.0,216.21
L.Jackson,00-0034796,2025,319.0,72.09210245316093,74.48935507183543,68.33312671247886,70.95118219700983,61.27167482108144,79.88501252324542,71.27899892870694,65.81486915100447,76.03701762422757,79.58116526086523,87.29900035908307,71.50623381360451,77.51630323115504,6.049409031756939,1.2237542416469984,0.4608150470219436,0.014285714285714285,0.08285714285714285,63.2,193.324
T.Tagovailoa,00-0036212,2025,391.0,72.48739484053733,73.09904027679215,72.58126997184502,77.49255026734883,58.7005936338575,74.7865390679216,63.32696003892725,53.77112723979402,69.41828008239594,79.03185767209125,64.20323522257358,72.69755050835161,77.18829595235869,5.374458548722908,0.9977926839544892,0.4398976982097187,0.035,0.065,43.5,118.227
J.Daniels,00-0039910,2025,242.0,72.26803301292169,72.60120008980235,67.65858215750589,71.56089899261852,56.52951824592287,84.51104017301265,87.68606830336086,64.70006976341739,59.70500752591573,69.97189462814744,90.50884840480222,83.8103863711658,77.53433812173668,4.658640498833239,-2.7290871259809912,0.4628099173553719,0.011406844106463879,0.06844106463878327,51.2,169.989
A.Rodgers,00-0023459,2025,374.0,72.61248547267373,71.77532904497929,74.06781758629494,73.51527937694556,58.86599556609681,85.20784156571185,66.03392155325676,54.05719317686676,71.22564912490444,77.11510339631562,82.84910953418613,77.72327399819856,77.04631103632649,4.295984480373793,0.20932227007450502,0.42513368983957217,0.018276762402088774,0.05221932114882506,43.8,146.656
T.Lawrence,00-0036971,2025,487.0,72.2000248857907,70.64169707649476,69.80093229793292,74.98242663712557,64.35703990412571,81.6727278732012,74.75293590999738,64.42524461201526,70.80450607436023,65.52789893322478,79.55018819771921,79.30346177676697,75.78539978293273,-4.175131513570019,-4.557156153472073,0.4537987679671458,0.021235521235521235,0.06177606177606178,42.9,133.783
B.Young,00-0039150,2025,407.0,72.34069214902674,72.17935030738089,71.18334284334226,71.56965652396363,59.7828725101923,83.7129131719793,76.85857936468804,59.557410249905054,64.09865974117521,75.92937962152502,79.2779215280346,83.01939617372715,74.92784745726992,-9.041875090054038,-0.2784335822389837,0.44963144963144963,0.021479713603818614,0.05250596658711217,42.8,122.089
J.Fields,00-0036945,2025,261.0,70.76838462234176,70.00540521518398,64.72982907030452,74.42641786628951,58.16650206472026,83.5519634337244,76.7106975496103,69.28796289312794,53.22952002918288,72.06314000846295,99.58342806297361,72.65636104193959,73.41250585948782,-12.090402154598754,-1.8688385634078193,0.42911877394636017,0.0032679738562091504,0.08823529411764706,38.1,128.06
S.Rattler,00-0039376,2025,287.0,71.42758063568562,72.91067420257072,60.682341687504284,75.49707990940874,55.78862857840544,84.33344040055638,78.53987988052577,63.31872383353257,67.94190003866034,82.33551871757294,84.82830282541755,81.86772137082271,70.16216730890073,-28.135414688422564,2.356776996534698,0.45993031358885017,0.0165016501650165,0.0594059405940594,49.8,139.146
J.Flacco,00-0026158,2025,429.0,68.66799134743484,66.42588439192563,63.881048834808986,76.62389130554769,58.32881505473627,85.93380724716646,52.512678592832216,56.968693628097434,68.27884277656646,69.49201574778411,78.00159451539537,74.31519303916157,69.85626505023552,-44.143835248166006,-2.9264886939306582,0.41025641025641024,0.02262443438914027,0.04072398190045249,42.9,148.771
G.Smith,00-0030565,2025,463.0,67.63989537538343,67.69712438505559,62.742950551801194,75.80827450545283,60.23868115042217,69.24384410377193,59.54177754093126,58.4224512904332,63.88050461778802,76.60312676361787,71.10869529673641,60.50018497132731,67.69164764999708,-63.58663273851612,-0.0012829350797753584,0.42764578833693306,0.02880658436213992,0.10082304526748971,29.3,71.178
C.Ward,00-0040676,2025,505.0,63.89977084275071,59.90905742687404,60.55872170935734,70.56724787787766,58.827550837017085,77.39994379166252,61.45722610690963,60.768747608550186,57.1702764710878,66.18125224973946,88.10157974099866,63.14007266613082,62.96561904856653,-107.32372131795569,-4.288394650553956,0.37623762376237624,0.013565891472868217,0.09496124031007752,33.2,26.6403
L.Jackson,00-0034796,2024,597.0,88.97568337960959,92.22961340867475,83.1739621842879,86.89477392190551,86.50746462456304,93.75226969516342,85.72306066299234,89.56526395960995,89.08257518207303,88.96375130812584,95.31953997606607,91.9243012188044,97.76109021614437,203.5988858291114,5.083347303441251,0.525963149078727,0.0070921985815602835,0.03687943262411347,74.8,331.75
J.Allen,00-0034857,2024,635.0,87.0757943470009,88.14138541416033,84.35665831421798,83.75113851486398,79.32883903607423,95.58962106168849,95.95944479002817,77.38532240268272,82.59142618637503,81.48929373351497,93.89683832911463,100.0,94.98770559389631,188.54106609165197,2.008676370466823,0.49763779527559054,0.008368200836820083,0.026499302649930265,74.8,290.197
J.Goff,00-0033106,2024,622.0,84.67909775590424,90.67578148820124,79.33949310615535,85.58947552615537,71.50585568650865,83.16303083162865,74.54473004328958,56.85036995421554,84.56080972894321,88.7025719131285,77.21697492811899,82.21065256351746,92.52438737289516,160.30575604065942,4.975909313985279,0.545016077170418,0.02332814930015552,0.05132192846034215,65.4,232.606
B.Mayfield,00-0034855,2024,677.0,83.84379280151094,87.82558053200765,78.65956205695565,85.8288855336317,77.10269191886357,81.6243210674084,76.74452242717425,68.71315116452953,77.10263540000882,86.54989012555183,77.66910915504492,81.16762115780378,89.2463209845385,139.17478385619387,4.090388451215516,0.5258493353028065,0.022922636103151862,0.05873925501432665,58.4,248.22
J.Daniels,00-0039910,2024,734.0,83.81334621104622,84.7668591081567,83.40591536176747,79.81519877238587,83.55893368211743,85.89388687729762,89.82437822216966,89.79814821649549,67.16707106633505,84.5966166579634,89.82605688927143,86.92997478755636,87.66522282070255,132.42986846794778,3.286895609762467,0.4877384196185286,0.01201923076923077,0.06129807692307692,67.7,224.88
J.Burrow,00-0036442,2024,723.0,85.11375412260483,87.42732182045233,86.4670927242395,84.65973041222057,74.93847264043924,85.08586905555865,79.00331463298124,62.2243235059327,74.88207274686077,93.10477946753866,89.7214456743711,80.60132754250216,86.70429718565694,119.3925044348199,6.786788494628706,0.5172890733056709,0.012113055181695828,0.06460296096904442,72.1,270.99
P.Mahomes,00-0033873,2024,764.0,82.88738558048824,83.60107651221752,83.05341781009061,82.76952004384165,74.71518139967307,84.44005255257804,86.22117979667513,68.29757574473926,66.65920348513367,82.19256958483078,84.97197112618538,85.74553711475201,85.30861929557841,109.19936989804764,2.2979738607955658,0.5,0.0163727959697733,0.05919395465994962,64.6,208.316
J.Hurts,00-0036389,2024,552.0,82.45808152638213,85.46915841329206,78.19322866849814,81.71083995114242,78.65409546086158,84.45162476401924,78.00431035766204,83.11051183156042,73.21701604504354,95.44541489860507,93.53174057583226,77.42375609696316,88.2985397301625,105.15465395279463,7.749625416606237,0.49094202898550726,0.008695652173913044,0.07391304347826087,62.5,215.288
B.Purdy,00-0037834,2024,526.0,80.10148394838063,83.0716504847935,73.93811916900069,82.1307310543827,69.31419929549577,82.58443232700559,81.00997018297673,67.36514817474624,83.14262412277368,81.62034100820397,78.81175719288527,83.91198734599314,87.89296211404468,96.80780343629614,2.0625835928049954,0.5057034220532319,0.021897810218978103,0.05656934306569343,64.8,199.691
T.Tagovailoa,00-0036212,2024,428.0,81.87191126471048,85.51075607997383,77.97337822778634,87.48134505360755,60.79294895777379,87.2222652231556,64.88601875976428,56.02377649675701,72.63130664502994,85.79757416486962,85.40799140443264,78.38377816367588,90.2154240520573,94.58506781184946,3.780917965413369,0.5350467289719626,0.01598173515981735,0.04794520547945205,57.1,234.672
K.Murray,00-0035228,2024,611.0,78.97095953402088,80.95557591521901,68.85999886102243,80.56810962898666,73.11318635295916,87.2177308094764,84.38690768074878,74.48103163923344,71.43415659536473,81.75472762882742,84.35842548759115,88.58947588108941,83.30958855452076,67.89961298659588,2.1178644786869496,0.49918166939443537,0.016923076923076923,0.046153846153846156,63.4,228.634
J.Love,00-0036264,2024,490.0,76.79526562506737,78.08127399648679,73.61577860804854,78.12318832709872,65.25927063359333,85.71684591666863,71.78454430916096,58.783290613992726,89.75929261662115,77.02179512788413,72.25578168779336,86.47673038700955,83.67066779572394,57.2677939662616,0.17093925459964857,0.4775510204081633,0.027777777777777776,0.031746031746031744,66.3,181.743
J.Herbert,00-0036355,2024,612.0,76.83590224809916,76.42213319796286,76.82254104949483,75.50081990379785,70.19306089499995,84.64436171962375,79.88049130810933,65.27695403087047,79.62010561930198,77.93119410709119,91.23821132044546,79.73506945726454,81.9192107860485,54.47365098823741,0.5450269499184777,0.4493464052287582,0.010752688172043012,0.06912442396313365,61.7,179.9
M.Stafford,00-0026498,2024,628.0,76.03138590501632,77.09240316829244,74.67543205817954,74.94767417710554,66.8055677919142,87.71132844316188,67.10277526774114,55.28326216598661,78.0465742402846,74.57518128203392,89.67127264016254,77.97440644949346,80.90735514299132,45.78854021942302,-0.8354926370737845,0.48089171974522293,0.0121580547112462,0.05319148936170213,61.5,163.209
D.Carr,00-0031280,2024,298.0,78.2591094235805,76.1530556485318,75.93540886406836,81.48396602816621,57.83333681351483,92.16025740169569,93.1774281227878,56.73592332900284,85.89717504286583,84.57103965174723,85.06802675272587,98.74454880771684,84.96608280787427,40.96955309713359,3.2763743275449477,0.436241610738255,0.016286644951140065,0.026058631921824105,,195.732
B.Nix,00-0039732,2024,668.0,77.07225493935616,74.20060756775766,72.662784008016,79.44011078521321,73.28920043757279,89.4602395235196,86.90577137275457,71.49277844631983,70.46831935881139,77.49266737940107,84.40908940063724,92.60160594365914,79.40442683876611,32.73313555598533,0.36463588213836645,0.4356287425149701,0.016877637130801686,0.03656821378340366,53.5,214.929
S.Darnold,00-0034869,2024,672.0,77.30284868256284,78.04521878152367,77.53162246875895,78.59905354196516,72.69699123568722,78.83737950146485,69.21808473408994,62.78438910176668,79.99309885685527,84.42513195183783,82.92657693905423,71.35340347788623,78.65579740615877,24.92569171346719,3.2163541642982607,0.4851190476190476,0.018207282913165267,0.07983193277310924,57.3,176.442
G.Smith,00-0030565,2024,653.0,75.5742917247489,78.19132816227766,72.04055715338905,76.49894842800326,69.8356684743246,78.65959877190036,65.7447651925945,63.69198387264386,75.51325229919549,90.31582815906626,78.70435826156512,71.5046805247595,78.3512328681898,21.056968278163193,5.639533668971664,0.47166921898928027,0.021994134897360705,0.07331378299120235,50.4,173.005
K.Cousins,00-0029604,2024,481.0,74.31734239346214,76.1279996796799,71.89796251525426,77.83728466372936,62.211737980448554,78.2653756758135,64.48248465119634,52.126332205424866,81.9214164866433,78.93690325565817,67.61935465807217,75.89578604472769,78.43951552291031,16.186125602520036,0.9587325138685633,0.4802494802494803,0.031936127744510975,0.05588822355289421,47.0,130.67
R.Wilson,00-0029263,2024,423.0,73.3203589898358,74.32530107935389,68.61046239660209,75.34271166487599,62.07026869402284,81.28685071257814,74.61820164808293,60.27356769565511,77.86087084534047,89.01399736836248,90.75543670598026,73.18938251089608,77.6637770315099,9.014052058997335,5.104016375325598,0.4231678486997636,0.011185682326621925,0.08277404921700224,47.9,158.972
A.O'Connell,00-0038579,2024,257.0,72.29673164639883,71.30329099702311,69.30687094258039,73.65426317922625,54.07214051495684,90.54779038982707,76.11341238376586,55.699708733582916,75.54272074515427,67.90387520832023,87.00939828840583,87.29789829501138,77.56274231587275,5.0635324884602735,-3.5797815256077667,0.4474708171206226,0.014545454545454545,0.03636363636363636,,134.815
A.Rodgers,00-0023459,2024,643.0,73.05474167571535,70.94559367916973,70.8992883893326,75.07268128612934,66.91238276841479,83.61749412823431,77.48828716467675,58.01235143423126,70.90616040151218,70.32464864955377,84.32935200722328,80.70375107223862,76.75825323606574,4.439205625379048,-2.5839792669449055,0.43390357698289267,0.01694915254237288,0.061633281972265024,44.7,151.065
M.Rudolph,00-0034771,2024,250.0,73.0228982444673,75.26078924091556,67.33158800209296,75.56776323911708,55.0663943857773,80.41156385505195,77.01732070945812,60.01972067015936,69.43376388703678,77.18516756196126,64.92668772355927,86.12824363210629,77.33560794095072,4.022248774090041,0.23814365964069545,0.484,0.03435114503816794,0.04198473282442748,,114.889
J.Flacco,00-0026158,2024,270.0,72.03509644701654,74.14297342539872,65.27445700684356,82.10343704293427,55.07663131683715,79.03442343309784,50.0,53.92140804607923,78.31310238037184,79.20525476720428,74.94894104070968,66.01290191761223,77.04675074459458,3.103267898661814,1.0691208041403903,0.45925925925925926,0.025362318840579712,0.06521739130434782,,133.583
T.Lawrence,00-0036971,2024,318.0,71.41829591763876,71.83605915852812,69.76158461917427,71.70549252133696,57.861861657588264,83.42622459567735,69.04468715435519,60.61632422671508,80.09974261510217,74.25203679021342,79.64773115040506,78.59685836407672,76.92582620906012,3.0431977563876096,-0.9684204069130561,0.4371069182389937,0.021148036253776436,0.054380664652567974,56.1,141.449
D.Maye,00-0039851,2024,419.0,73.75786016853534,76.31186113315053,66.84900047652575,74.78897684679592,63.55122272453349,76.62836835408758,82.95133445550351,70.55492608826088,62.61830319110319,83.500188600408,77.17646069242083,78.29041450005039,76.68237682599741,2.3869524613559236,2.835872181639168,0.4821002386634845,0.02336448598130841,0.0794392523364486,55.2,170.945
M.Jones,00-0036972,2024,293.0,72.41147435488884,70.73283703680958,70.41266303622193,79.48867476427051,55.19243920388889,83.27118469848106,68.6367429166462,59.31426694723914,66.8538895064354,75.4109563458664,74.1725742565628,80.92211463639556,75.88540765498686,-2.045768958323846,-0.4916906595230103,0.4197952218430034,0.026058631921824105,0.04560260586319218,,109.0
C.Stroud,00-0039163,2024,700.0,72.39369879735337,70.75585748554136,70.44786801226279,75.12894818973214,70.08100102663835,77.08794244420287,75.44639883252472,65.41507412657081,72.60958515873698,73.65394655707188,83.067748964835,72.20485030325949,76.0505017806772,-3.048972460515428,-1.2144490500326106,0.42714285714285716,0.01808066759388039,0.08762169680111266,46.4,105.483
B.Young,00-0039150,2024,451.0,72.04866100886325,69.84075103060616,71.40709770562276,73.379853422802,62.21587909247687,81.97061122760638,81.53791517759987,63.90463571891632,65.83941595990078,78.22385420373192,81.269320484917,82.19067286926426,74.60941651310993,-12.304094696571182,0.6654147484176338,0.4057649667405765,0.019693654266958426,0.06345733041575492,50.7,135.903
D.Prescott,00-0033077,2024,313.0,70.46953438376326,69.56876708712637,73.41232299234485,70.73793222065052,56.288532607461704,79.1015168153762,70.30985908050027,58.11273240571707,73.9013956383814,74.53674012388501,75.35291494364712,75.98729691597468,72.89167061817992,-17.09271520932908,-0.8513056790785669,0.4185303514376997,0.025,0.065625,41.9,147.816
J.Winston,00-0031503,2024,334.0,70.3052590113115,69.17799281494966,69.40393316045913,76.27959479072554,57.578795792159674,74.36598937428062,69.54892004532311,61.35271602840615,74.9733000682725,72.29137673296142,65.1085510973616,74.81692357753288,72.07322560454058,-22.588387294548337,-1.7749517742130492,0.4251497005988024,0.03418803418803419,0.06837606837606838,52.2,142.338
D.Jones,00-0035710,2024,386.0,71.133504587548,70.11986579514914,66.57210186378268,74.98191220860451,59.34510257766557,83.03911673030419,73.68527270500286,65.1543793868924,61.84708282389556,80.1484842144105,85.44858166147567,77.53945768827818,71.0030340249946,-32.67702689072729,1.4571249014947694,0.42487046632124353,0.015945330296127564,0.06605922551252848,44.4,112.322
C.Rush,00-0033662,2024,325.0,67.35058696758928,64.31039478981944,62.11560257600382,74.06283100116552,55.269407262479206,90.35345575813929,55.26162560255689,53.751228147141134,66.32858838925307,57.00204883559134,87.16129332259389,76.61995583189486,69.77781807106106,-33.84790198894915,-8.06432482924792,0.40615384615384614,0.01440922190201729,0.037463976945244955,37.7,118.009
C.Williams,00-0039918,2024,686.0,69.55615618998725,68.03721791543467,64.69344097560264,71.5761783250552,69.75009804537507,79.74624497741485,69.97598673854523,71.98665813164894,64.38166331804685,76.35788452751316,93.89683832911463,67.40799384943537,73.21637107613802,-33.918361304895534,-0.10216506162365735,0.4037900874635568,0.008368200836820083,0.09483960948396095,43.3,113.404
A.Richardson,00-0039164,2024,298.0,66.53491218054013,60.49127592030946,68.42488530808801,66.77504893309109,62.45779234367975,81.84564445981792,82.80276450249926,72.77468395456339,82.6018043491652,50.20681699632634,66.46992835268193,90.01760844844466,68.95117424953584,-34.95492717725879,-10.859591457020327,0.36577181208053694,0.03296703296703297,0.038461538461538464,44.1,117.221
G.Minshew,00-0035289,2024,344.0,68.56983813205838,70.66142764108184,60.57457805635535,75.50421295652356,55.96805667546985,73.69530852726932,60.73476442143147,55.92919365689683,64.71248037647081,77.86925598646323,71.55188776600842,66.40247937038765,68.77130338851629,-41.33502869492163,0.5195482663836768,0.45058139534883723,0.028409090909090908,0.08238636363636363,35.0,112.067
D.Watson,00-0033537,2024,271.0,64.08796897663784,62.291842224250594,61.39961467556686,67.670318343874,53.54642891890396,73.47799162350756,70.5690903734008,59.918313309574074,50.0,71.19571011141485,91.32354159038059,61.19475639167008,63.3425680509709,-55.96837346822772,-2.2256619802543094,0.34686346863468637,0.010676156583629894,0.11743772241992882,,36.2981
W.Levis,00-0039152,2024,364.0,64.62146593862788,64.20771600635672,57.00439958907145,71.8906378192537,58.75982799453737,67.272531431189,69.00483602875482,61.542728749196755,70.25559739662005,75.55534153630236,68.8322153638419,63.884635298588286,66.04460846357124,-59.52811546787098,-0.4322967913052807,0.36813186813186816,0.030848329048843187,0.10539845758354756,25.2,41.2303
S.Rattler,00-0039376,2024,264.0,62.82062777376136,59.77104032643295,61.76321819224961,64.3368674620003,53.806755096102705,78.11355258310354,67.78826153252732,62.99962656549776,63.19185711407586,54.576390337021664,82.42547297567138,69.99277428548001,58.73264200559983,-73.88419525641928,-9.06213659076064,0.3787878787878788,0.018656716417910446,0.08208955223880597,,37.752
B.Purdy,00-0037834,2023,604.0,85.75164416567445,90.16676520122404,82.06741179758403,86.34836227694103,74.16464538029615,85.29063223291895,79.24113876810625,63.11993757487795,93.69852782977333,86.20153507333504,82.09028065187877,84.76571761354214,94.70421425949147,176.61263182171606,3.9470901392358013,0.5281456953642384,0.018957345971563982,0.05055292259083728,73.4,227.515
D.Prescott,00-0033077,2023,728.0,84.24837225503548,86.63290682480255,80.9124843437696,85.2674061096673,75.50879709335241,85.84163018268421,82.69441485502902,66.32722577002448,78.09022588289223,85.9528702196383,87.04684024477308,84.70321440869456,88.18285489392564,137.34239719082697,3.8448000947634378,0.5096153846153846,0.014511873350923483,0.05672823218997362,73.4,236.676
J.Allen,00-0034857,2023,732.0,85.49081771589448,86.17955400102215,81.51720756720901,85.94344287422842,81.91369034402825,88.02666240118006,92.37206400916489,79.27885666429863,76.39786842690047,87.46246387710914,78.32708509256872,96.55901967841643,87.2838691043736,127.62803036471799,4.465782111571505,0.5068306010928961,0.022332506203473945,0.03225806451612903,70.3,263.767
J.Love,00-0036264,2023,690.0,80.97777510552811,81.06319437446925,77.85286219968388,82.58174773145075,73.86221517715963,87.80198961893024,81.8406364865119,62.65863678927846,80.37548002227818,80.01542666226985,83.1515136405199,88.64974260308097,86.08128191763848,107.10411264795789,1.4023907373235431,0.4666666666666667,0.018005540166204988,0.04155124653739612,62.9,203.759
P.Mahomes,00-0033873,2023,839.0,82.04722825389462,83.30726386267241,77.15908172746231,80.56976798285535,78.80001706960634,89.32276114366194,85.30504830724024,73.0891082852984,70.75747577556733,86.0055150021671,84.09150831771507,91.79324525738213,84.1172888011537,104.01780489259093,3.8664558980104733,0.48748510131108463,0.017162471395881007,0.036613272311212815,63.9,214.462
J.Goff,00-0033106,2023,762.0,81.13077952385073,81.9719341751841,79.87901662813447,82.96811587897912,72.68797507326846,87.94359780191886,70.4719371474143,53.575161666016214,78.26147194494439,79.88610730031249,86.3974090069747,81.56379546756231,84.06342748106147,93.81853508082602,1.349194304095841,0.49606299212598426,0.01509433962264151,0.04654088050314465,61.1,202.052
T.Tagovailoa,00-0036212,2023,649.0,78.56160540491621,82.07833867444205,74.18061253573171,78.45653947077037,70.56310087271098,84.69179207983035,65.91886147591835,56.43630566562021,85.0541078992087,84.26313236933872,78.1904082858365,79.33991665920392,85.34138086334639,93.10055183510067,3.1497144914535156,0.48382126348228044,0.02245508982035928,0.04640718562874251,61.5,222.288
M.Stafford,00-0026498,2023,603.0,77.18437890010982,76.89670744738669,77.460579410311,77.91265349034946,67.59012027233682,85.26108282211172,73.84393047288802,56.338023769481765,83.12280718133371,71.87611485286473,83.12113442144427,81.53496609676819,83.70696788149661,70.82267839766733,-1.9457726825613155,0.46102819237147596,0.018032786885245903,0.05245901639344262,64.2,170.781
C.Stroud,00-0039163,2023,613.0,78.12074847776387,77.84857948564759,79.4528713451005,77.95620830265506,70.39256027773125,88.025113383855,68.07738356731764,61.486473224968314,86.43946595983118,76.85412546939024,94.42010024864257,76.48882393521205,83.4491601053042,69.48299677918675,0.10196715593338013,0.46166394779771613,0.007898894154818325,0.06003159557661927,58.3,198.748
