player_name,player_id,season,team,attempts,custom_rating,salary,salary_millions,salary_percentile,value_score,value_category,rating_per_million,total_pass_epa,cpoe,success_rate_pct,completion_pct,td_rate_pct,turnover_rate_pct,total_wpa,total_value,guaranteed,year_signed,contract_length
T.Romo,00-0021678,2011,Cowboys,562.0,81.0,11.25,11.25,63.0,18.0,Good Value,7.2,85.6,4.4,48.6,61.6,5.4,1.7,2.76,67.5,11.5,2007,6
M.Sanchez,00-0026898,2011,Jets,596.0,64.8,9.5,9.5,48.1,16.7,Good Value,6.82,-64.7,-3.9,40.1,51.7,4.2,2.9,-2.16,47.5,13.9975,2009,5
A.Rodgers,00-0023459,2011,Packers,633.0,94.3,12.704,12.7,77.8,16.5,Good Value,7.42,238.4,7.4,53.1,58.1,7.2,1.1,4.76,63.52,20.0,2008,5
M.Ryan,00-0026143,2011,Falcons,645.0,79.2,11.25,11.25,63.0,16.2,Good Value,7.04,79.2,2.0,46.8,57.5,4.3,1.8,1.39,67.5,34.75,2008,6
M.Cassel,00-0023662,2011,Chiefs,308.0,69.7,10.5,10.5,55.6,14.1,Good Value,6.64,-19.1,-1.1,40.6,51.9,3.2,2.9,0.52,63.0,27.75,2009,6
C.Palmer,00-0021429,2011,Raiders,348.0,73.0,10.75,10.75,59.3,13.7,Good Value,6.79,24.2,2.8,48.3,57.2,3.6,4.5,1.1,43.0,5.0,2011,4
M.Stafford,00-0026498,2011,Lions,768.0,82.3,12.0,12.0,70.4,11.9,Good Value,6.86,99.9,1.5,49.3,59.4,5.6,2.3,2.97,72.0,17.05,2009,6
T.Brady,00-0019596,2011,Patriots,769.0,92.9,18.0,18.0,100.0,-7.1,Fair Value,5.16,236.0,4.3,55.8,61.9,5.8,2.0,5.48,72.0,18.3,2010,4
B.Roethlisberger,00-0022924,2011,Steelers,611.0,77.1,14.664417,14.66,85.2,-8.1,Fair Value,5.26,71.3,2.4,47.0,56.6,3.5,2.4,1.62,87.9865,33.2,2008,6
P.Rivers,00-0022942,2011,Chargers,619.0,80.8,15.3,15.3,88.9,-8.1,Fair Value,5.28,108.1,3.9,50.6,59.1,4.2,3.1,1.33,91.8,33.35,2009,6
K.Kolb,00-0025423,2011,Cardinals,291.0,64.0,12.4216,12.42,74.1,-10.1,Overpaid,5.15,-9.9,-4.9,40.5,50.2,3.0,2.7,-1.38,62.108,12.0,2011,5
M.Vick,00-0020245,2011,Eagles,492.0,77.5,16.0,16.0,92.6,-15.1,Overpaid,4.84,65.5,1.1,50.6,51.4,3.5,2.7,1.52,80.0,32.5,2011,5
E.Manning,00-0022803,2011,Giants,800.0,81.2,16.25,16.25,96.3,-15.1,Overpaid,5.0,130.4,2.1,47.6,58.1,4.6,2.0,2.83,97.5,20.5,2009,6
S.Bradford,00-0027854,2011,Rams,397.0,55.9,13.0,13.0,81.5,-25.6,Severely Overpaid,4.3,-85.2,-8.0,37.0,48.1,1.5,1.5,-2.78,78.0,50.0,2010,5
J.Freeman,00-0026993,2010,Buccaneers,542.0,86.7,2.7,2.7,13.3,73.4,Excellent Value,32.11,90.8,1.8,47.0,53.7,4.4,1.0,2.61,13.5,9.54,2009,5
C.McCoy,00-0027688,2010,Browns,260.0,72.7,0.63525,0.64,0.0,72.7,Excellent Value,114.44,-1.8,2.0,45.0,51.9,2.2,3.3,-0.58,2.541,0.751,2010,4
Sh.Hill,00-0020679,2010,49ers,436.0,77.0,2.0,2.0,6.7,70.3,Excellent Value,38.5,26.1,-2.0,46.1,58.0,3.6,2.5,-0.48,6.0,1.95,2008,3
C.Henne,00-0026197,2010,Dolphins,538.0,72.3,0.857525,0.86,3.3,69.0,Excellent Value,84.31,-6.8,-0.4,44.6,56.1,2.7,3.2,-1.49,3.4301,1.4251,2008,4
K.Orton,00-0023541,2010,Broncos,544.0,72.9,2.621,2.62,10.0,62.9,Excellent Value,27.81,27.7,-1.9,43.2,53.9,3.6,1.6,-0.59,2.621,0.0,2010,1
M.Vick,00-0020245,2010,Eagles,502.0,86.5,3.4375,3.44,26.7,59.8,Excellent Value,25.16,87.1,4.8,48.0,50.4,4.0,1.3,1.52,6.875,1.5,2009,2
R.Fitzpatrick,00-0023682,2010,Bills,490.0,73.9,2.75,2.75,16.7,57.2,Excellent Value,26.87,-8.2,-1.2,42.0,52.0,4.6,3.0,-0.24,8.25,1.17,2009,3
J.Campbell,00-0023460,2010,Commanders,385.0,74.8,3.14325,3.14,20.0,54.8,Excellent Value,23.8,17.7,-0.1,41.6,50.4,3.2,2.0,0.76,3.14325,0.0,2010,1
Sh.Hill,00-0020679,2010,Lions,436.0,77.0,3.586667,3.59,30.0,47.0,Excellent Value,21.47,26.1,-2.0,46.1,58.0,3.6,2.5,-0.48,10.76,1.09175,2010,3
A.Smith,00-0023436,2010,49ers,371.0,68.3,3.25,3.25,23.3,45.0,Excellent Value,21.02,-17.8,-2.2,39.9,55.0,3.7,2.6,-0.47,6.5,4.0,2009,2
J.Campbell,00-0023460,2010,Raiders,385.0,74.8,4.6,4.6,36.7,38.1,Excellent Value,16.26,17.7,-0.1,41.6,50.4,3.2,2.0,0.76,4.6,0.0,2010,1
J.Flacco,00-0026158,2010,Ravens,618.0,77.1,4.76,4.76,40.0,37.1,Excellent Value,16.2,50.4,2.6,43.0,56.1,4.3,1.7,0.73,23.8,8.36,2008,5
M.Schaub,00-0022787,2010,Texans,608.0,81.3,8.0,8.0,46.7,34.6,Excellent Value,10.16,79.3,0.6,47.2,60.0,3.8,1.9,1.12,48.0,7.0,2007,6
D.Brees,00-0020531,2010,Saints,743.0,88.7,10.0,10.0,60.0,28.7,Excellent Value,8.87,94.9,5.9,49.8,65.5,4.6,2.9,3.01,60.0,8.0,2006,5
J.Cutler,00-0024226,2010,Broncos,565.0,71.8,5.685417,5.69,43.3,28.5,Excellent Value,12.63,-7.4,0.7,43.9,49.9,4.2,2.9,-0.57,34.1125,11.05,2006,6
D.Anderson,00-0023645,2010,Cardinals,356.0,59.9,3.625,3.63,33.3,26.6,Excellent Value,16.52,-57.4,-8.2,39.3,47.5,2.0,2.8,-1.8,7.25,2.5,2010,2
K.Orton,00-0023541,2010,DEN/KC,544.0,72.9,8.379,8.38,53.3,19.6,Good Value,8.7,27.7,-1.9,43.2,53.9,3.6,1.6,-0.59,8.379,5.5,2010,1
M.Sanchez,00-0026898,2010,Jets,636.0,75.5,9.5,9.5,56.7,18.8,Good Value,7.95,12.3,-4.6,42.5,52.2,3.3,2.1,2.54,47.5,13.9975,2009,5
M.Ryan,00-0026143,2010,Falcons,607.0,85.4,11.25,11.25,66.7,18.7,Good Value,7.59,81.3,0.9,46.5,57.8,4.6,1.6,2.32,67.5,34.75,2008,6
A.Rodgers,00-0023459,2010,Packers,687.0,93.2,12.704,12.7,76.7,16.5,Good Value,7.34,160.1,6.2,51.4,58.5,5.1,1.8,3.0,63.52,20.0,2008,5
M.Cassel,00-0023662,2010,Chiefs,515.0,78.6,10.5,10.5,63.3,15.3,Good Value,7.49,49.3,-1.0,45.8,52.6,5.1,1.9,0.89,63.0,27.75,2009,6
D.Anderson,00-0023645,2010,Browns,356.0,59.9,8.0,8.0,46.7,13.2,Good Value,7.49,-57.4,-8.2,39.3,47.5,2.0,2.8,-1.8,24.0,7.0,2008,3
B.Roethlisberger,00-0022924,2010,Steelers,538.0,84.8,14.664417,14.66,86.7,-1.9,Fair Value,5.78,92.0,3.3,47.4,54.6,3.7,1.6,1.18,87.9865,33.2,2008,6
D.McNabb,00-0011022,2010,Eagles,523.0,69.3,12.1,12.1,73.3,-4.0,Fair Value,5.73,-26.2,-3.3,41.7,52.6,2.6,2.8,-0.07,24.2,15.5,2009,2
S.Bradford,00-0027854,2010,Eagles,637.0,65.9,12.0,12.0,70.0,-4.1,Fair Value,5.49,-52.8,-4.4,40.8,55.6,2.8,2.3,-1.63,78.0,50.0,2010,1
P.Rivers,00-0022942,2010,Chargers,591.0,87.6,15.3,15.3,93.3,-5.7,Fair Value,5.73,152.4,6.1,49.9,60.4,4.9,2.1,1.16,91.8,33.35,2009,6
T.Brady,00-0019596,2010,Patriots,572.0,90.5,18.0,18.0,100.0,-9.5,Fair Value,5.03,137.0,2.9,49.5,61.7,6.3,0.8,2.71,72.0,18.3,2010,4
J.Cutler,00-0024226,2010,Bears,565.0,71.8,14.45625,14.46,83.3,-11.5,Overpaid,4.97,-7.4,0.7,43.9,49.9,4.2,2.9,-0.57,28.912499,20.0,2009,2
S.Bradford,00-0027854,2010,Rams,637.0,65.9,13.0,13.0,80.0,-14.1,Overpaid,5.07,-52.8,-4.4,40.8,55.6,2.8,2.3,-1.63,78.0,50.0,2010,5
E.Manning,00-0022803,2010,Giants,564.0,78.7,16.25,16.25,96.7,-18.0,Overpaid,4.84,35.7,2.5,46.8,60.1,5.3,4.3,0.94,97.5,20.5,2009,6
D.McNabb,00-0011022,2010,Commanders,523.0,69.3,14.85,14.85,90.0,-20.7,Severely Overpaid,4.67,-26.2,-3.3,41.7,52.6,2.6,2.8,-0.07,74.25,5.0,2010,5
