player_name,player_id,season,team,attempts,custom_rating,salary,salary_millions,salary_percentile,value_score,value_category,rating_per_million,total_pass_epa,cpoe,success_rate_pct,completion_pct,td_rate_pct,turnover_rate_pct,total_wpa,total_value,guaranteed,year_signed,contract_length
M.Jones,00-0036972,2022,NE/JAX,498.0,64.6,3.896585,3.9,20.6,44.0,Excellent Value,16.58,-34.4,-0.4,39.8,57.8,2.7,2.1,-0.14,15.58634,15.58634,2021,4
J.Herbert,00-0036355,2022,Chargers,805.0,75.2,6.644689,6.64,32.4,42.8,Excellent Value,11.32,30.1,0.8,46.0,62.4,3.1,1.2,1.32,26.578754,26.578754,2020,4
T.Tagovailoa,00-0036212,2022,Dolphins,431.0,79.9,7.568859,7.57,38.2,41.7,Excellent Value,10.56,93.8,1.4,49.2,60.1,5.6,1.8,2.31,30.275436,30.275436,2020,4
J.Garoppolo,00-0031345,2022,49ers,329.0,76.2,7.0,7.0,35.3,40.9,Excellent Value,10.89,61.5,-1.0,49.8,62.9,4.6,1.1,0.98,7.0,6.5,2022,1
J.Fields,00-0036945,2022,PIT/CHI,443.0,65.9,4.717988,4.72,26.5,39.4,Excellent Value,13.97,-32.0,-2.5,40.9,43.3,3.2,2.0,-0.46,18.871952,18.871952,2021,4
J.Burrow,00-0036442,2022,Bengals,805.0,84.0,9.047534,9.05,47.1,36.9,Excellent Value,9.28,116.8,3.1,50.2,60.4,4.5,1.6,3.32,36.190136,36.190136,2020,4
T.Lawrence,00-0036971,2022,Jaguars,731.0,77.7,9.198372,9.2,50.0,27.7,Excellent Value,8.45,85.9,0.6,50.2,60.1,3.9,1.7,1.35,36.793486,36.793486,2021,4
K.Murray,00-0035228,2022,Cardinals,443.0,69.6,8.789661,8.79,44.1,25.5,Excellent Value,7.92,-1.9,-0.8,43.1,58.5,2.9,1.4,0.49,35.158644,35.158644,2019,4
Z.Wilson,00-0037013,2022,DEN/NYJ,278.0,59.0,8.787695,8.79,41.2,17.8,Good Value,6.71,-28.9,-5.6,38.5,47.5,2.0,2.4,-0.63,35.15068,35.15068,2021,4
J.Garoppolo,00-0031345,2022,49ers,329.0,76.2,27.5,27.5,58.8,17.4,Good Value,2.77,61.5,-1.0,49.8,62.9,4.6,1.1,0.98,137.5,48.7,2018,5
M.Mariota,00-0032268,2022,Falcons,353.0,68.4,9.375,9.38,52.9,15.5,Good Value,7.3,0.8,-0.6,47.0,52.1,3.6,2.2,0.39,18.75,6.75,2022,2
R.Tannehill,00-0029701,2022,Titans,371.0,72.4,29.5,29.5,61.8,10.6,Good Value,2.45,25.2,0.5,46.4,57.1,3.3,1.5,1.03,118.0,62.0,2020,4
J.Goff,00-0033106,2022,DET/LAR,625.0,78.8,33.5,33.5,70.6,8.2,Fair Value,2.35,97.9,-1.5,48.3,61.1,4.5,1.1,2.5,134.0,57.042682,2019,4
K.Cousins,00-0029604,2022,Vikings,741.0,78.3,35.0,35.0,73.5,4.8,Fair Value,2.24,40.9,2.0,48.4,61.4,4.1,1.8,2.81,35.0,70.0,2022,1
P.Mahomes,00-0033873,2022,Chiefs,834.0,96.0,45.0,45.0,91.2,4.8,Fair Value,2.13,245.0,4.1,54.1,60.8,5.6,1.4,7.3,450.0,63.081905,2020,10
B.Mayfield,00-0034855,2022,LAR/CAR,386.0,56.8,15.358,15.36,55.9,0.9,Fair Value,3.7,-54.5,-7.0,36.0,52.1,2.5,2.0,-1.7,15.358,15.358,2022,1
M.Ryan,00-0026143,2022,ATL/IND,512.0,65.5,30.0,30.0,64.7,0.8,Fair Value,2.18,-43.5,-0.1,43.6,60.4,2.6,2.5,0.74,150.0,94.5,2018,5
D.Prescott,00-0033077,2022,Cowboys,506.0,78.7,40.0,40.0,79.4,-0.7,Fair Value,1.97,56.1,0.5,50.0,61.1,5.2,3.1,1.48,160.0,95.0,2021,4
J.Allen,00-0034857,2022,Bills,746.0,83.7,43.0,43.0,88.2,-4.5,Fair Value,1.95,128.2,1.3,51.1,54.6,4.6,2.1,3.36,258.0,100.0,2021,6
C.Wentz,00-0032950,2022,PHI/WAS/IND,321.0,62.7,32.0,32.0,67.6,-4.9,Fair Value,1.96,-35.1,-3.8,39.6,53.6,3.3,2.7,-0.97,128.0,66.470683,2019,4
R.Wilson,00-0029263,2022,SEA/DEN,566.0,63.4,35.0,35.0,73.5,-10.1,Overpaid,1.81,-42.6,-1.2,37.8,51.6,2.7,1.9,-1.61,140.0,70.0,2019,4
M.Stafford,00-0026498,2022,Rams,337.0,65.7,40.0,40.0,79.4,-13.7,Overpaid,1.64,-27.9,-0.0,46.9,61.1,2.9,2.3,-0.4,160.0,63.0,2022,4
D.Carr,00-0031280,2022,Raiders,546.0,68.0,40.47416,40.47,85.3,-17.3,Overpaid,1.68,16.7,-2.9,41.6,55.9,4.3,2.5,0.34,121.422481,24.9,2022,3
K.Murray,00-0035228,2022,Cardinals,443.0,69.6,46.1,46.1,94.1,-24.5,Severely Overpaid,1.51,-1.9,-0.8,43.1,58.5,2.9,1.4,0.49,230.5,103.3,2022,5
A.Rodgers,00-0023459,2022,NYJ/GB,588.0,70.2,50.271667,50.27,100.0,-29.8,Severely Overpaid,1.4,-3.7,0.5,45.1,59.5,4.3,2.0,-0.54,150.815,101.415,2022,3
R.Wilson,00-0029263,2022,Broncos,566.0,63.4,49.0,49.0,97.1,-33.7,Severely Overpaid,1.29,-42.6,-1.2,37.8,51.6,2.7,1.9,-1.61,245.0,124.0,2022,5
J.Hurts,00-0036389,2021,Eagles,556.0,76.2,1.506294,1.51,7.9,68.3,Excellent Value,50.59,37.8,-0.6,44.8,51.8,2.6,1.7,0.92,6.025176,3.435816,2020,4
J.Allen,00-0034857,2021,Bills,744.0,89.9,5.295759,5.3,23.7,66.2,Excellent Value,16.98,149.4,2.2,51.5,57.1,4.9,1.8,2.67,21.183034,21.183034,2018,4
L.Jackson,00-0034796,2021,Ravens,470.0,75.2,2.367913,2.37,10.5,64.7,Excellent Value,31.76,26.8,0.7,48.9,52.3,2.9,2.3,1.52,9.471652,8.055062,2018,4
T.Huntley,00-0035993,2021,Ravens,230.0,64.2,0.763333,0.76,0.0,64.2,Excellent Value,84.1,-15.8,-1.1,42.6,53.0,1.2,1.6,-1.26,2.29,0.03,2020,3
D.Mills,00-0036898,2021,Texans,434.0,67.0,1.305525,1.31,5.3,61.7,Excellent Value,51.32,-55.0,-0.2,42.6,60.6,3.6,2.3,-0.67,5.2221,1.157892,2021,4
M.Jones,00-0036972,2021,NE/JAX,607.0,77.5,3.896585,3.9,15.8,61.7,Excellent Value,19.89,43.3,2.5,48.1,61.9,3.8,2.4,0.82,15.58634,15.58634,2021,4
T.Huntley,00-0035993,2021,Ravens,230.0,64.2,0.78,0.78,2.6,61.6,Excellent Value,82.31,-15.8,-1.1,42.6,53.0,1.2,1.6,-1.26,0.78,0.0,2021,1
J.Herbert,00-0036355,2021,Chargers,745.0,86.6,6.644689,6.64,28.9,57.7,Excellent Value,13.03,127.6,-0.6,50.3,59.5,4.9,1.9,4.95,26.578754,26.578754,2020,4
T.Heinicke,00-0031800,2021,Commanders,572.0,68.9,2.375,2.38,13.2,55.7,Excellent Value,29.01,-29.8,0.3,44.6,56.1,3.4,2.5,0.36,4.75,1.5,2021,2
J.Brissett,00-0033119,2021,Dolphins,257.0,68.5,5.0,5.0,21.1,47.4,Excellent Value,13.7,-21.5,-2.2,42.8,54.9,1.9,1.5,0.43,5.0,5.0,2021,1
J.Fields,00-0036945,2021,PIT/CHI,349.0,61.7,4.717988,4.72,18.4,43.3,Excellent Value,13.08,-43.0,-2.0,42.4,45.6,1.9,2.7,-0.3,18.871952,18.871952,2021,4
D.Jones,00-0035710,2021,Giants,406.0,69.6,6.416014,6.42,26.3,43.3,Excellent Value,10.85,-11.8,-0.8,42.4,57.1,2.2,1.6,0.75,25.664056,25.664056,2019,4
T.Tagovailoa,00-0036212,2021,Dolphins,427.0,77.2,7.568859,7.57,34.2,43.0,Excellent Value,10.2,27.1,1.9,48.9,61.6,3.5,2.2,1.91,30.275436,30.275436,2020,4
K.Murray,00-0035228,2021,Cardinals,580.0,79.9,8.789661,8.79,42.1,37.8,Excellent Value,9.09,56.1,2.9,49.3,60.7,3.8,1.9,1.48,35.158644,35.158644,2019,4
J.Burrow,00-0036442,2021,Bengals,757.0,82.3,9.047534,9.05,44.7,37.6,Excellent Value,9.1,110.5,5.9,48.2,61.2,5.0,2.0,4.74,36.190136,36.190136,2020,4
S.Darnold,00-0034869,2021,NYJ/CAR,465.0,60.3,7.561924,7.56,31.6,28.7,Excellent Value,7.97,-69.3,-4.9,41.7,52.3,1.8,2.7,-0.46,30.247694,30.247694,2018,4
B.Mayfield,00-0034855,2021,Browns,487.0,64.9,8.170745,8.17,36.8,28.1,Excellent Value,7.94,-8.1,-2.7,43.1,52.0,3.4,2.6,-1.17,32.68298,32.68298,2018,4
T.Bridgewater,00-0031237,2021,DEN/CAR,475.0,80.2,11.5,11.5,52.6,27.6,Excellent Value,6.97,56.7,3.9,47.8,60.0,3.7,1.4,0.92,11.5,10.0625,2021,1
T.Brady,00-0019596,2021,Buccaneers,848.0,86.1,25.0,25.0,60.5,25.6,Excellent Value,3.44,135.4,1.2,49.9,64.2,5.3,1.5,3.66,50.0,50.0,2020,2
T.Brady,00-0019596,2021,Buccaneers,848.0,86.1,25.0,25.0,60.5,25.6,Excellent Value,3.44,135.4,1.2,49.9,64.2,5.3,1.5,3.66,25.0,25.0,2021,1
T.Bridgewater,00-0031237,2021,Panthers,475.0,80.2,21.0,21.0,57.9,22.3,Excellent Value,3.82,56.7,3.9,47.8,60.0,3.7,1.4,0.92,63.0,33.0,2020,3
M.Stafford,00-0026498,2021,LAR/DET,794.0,89.4,27.0,27.0,68.4,21.0,Excellent Value,3.31,167.2,1.2,51.1,63.2,6.0,2.4,4.98,135.0,60.5,2017,5
T.Lawrence,00-0036971,2021,Jaguars,668.0,65.9,9.198372,9.2,47.4,18.5,Good Value,7.16,-59.9,-4.8,44.3,53.7,1.7,2.4,-1.4,36.793486,36.793486,2021,4
Z.Wilson,00-0037013,2021,DEN/NYJ,445.0,54.5,8.787695,8.79,39.5,15.0,Good Value,6.2,-86.1,-9.6,36.9,47.9,2.0,2.4,-1.16,35.15068,35.15068,2021,4
A.Dalton,00-0027973,2021,Bears,268.0,62.3,10.0,10.0,50.0,12.3,Good Value,6.23,-27.7,-4.2,43.3,55.6,2.9,3.3,0.18,10.0,7.0,2021,1
B.Roethlisberger,00-0022924,2021,Steelers,695.0,66.9,14.0,14.0,55.3,11.6,Good Value,4.78,-53.2,-2.3,39.7,60.3,3.4,1.4,-0.27,14.0,14.0,2021,1
D.Carr,00-0031280,2021,Raiders,740.0,75.3,25.005,25.0,65.8,9.5,Fair Value,3.01,29.9,1.6,45.9,61.8,3.1,2.0,3.09,125.025,40.0,2017,5
J.Garoppolo,00-0031345,2021,49ers,554.0,80.5,27.5,27.5,71.1,9.4,Fair Value,2.93,74.5,0.6,48.0,62.1,3.8,2.6,3.82,137.5,48.7,2018,5
R.Tannehill,00-0029701,2021,Titans,624.0,76.1,29.5,29.5,73.7,2.4,Fair Value,2.58,29.9,2.2,49.2,59.6,3.3,2.6,1.48,118.0,62.0,2020,4
A.Rodgers,00-0023459,2021,Packers,328.0,84.7,33.5,33.5,84.2,0.5,Fair Value,2.53,86.3,5.8,50.9,64.9,6.0,0.3,2.14,134.0,78.7,2018,4
K.Cousins,00-0029604,2021,Vikings,602.0,80.1,33.0,33.0,81.6,-1.5,Fair Value,2.43,66.0,1.4,45.3,61.8,5.4,1.1,3.11,66.0,61.0,2020,2
M.Ryan,00-0026143,2021,ATL/IND,618.0,73.1,30.0,30.0,76.3,-3.2,Fair Value,2.44,-20.5,1.8,46.0,60.7,3.1,1.9,0.85,150.0,94.5,2018,5
Aa.Rodgers,00-0023459,2021,Packers,281.0,80.2,33.5,33.5,84.2,-4.0,Fair Value,2.39,47.6,5.5,49.5,61.6,5.9,1.0,2.42,134.0,78.7,2018,4
P.Mahomes,00-0033873,2021,Chiefs,877.0,93.6,45.0,45.0,100.0,-6.4,Fair Value,2.08,200.4,3.2,53.4,59.9,5.3,1.8,5.89,450.0,63.081905,2020,10
J.Allen,00-0034857,2021,Bills,744.0,89.9,43.0,43.0,97.4,-7.5,Fair Value,2.09,149.4,2.2,51.5,57.1,4.9,1.8,2.67,258.0,100.0,2021,6
C.Wentz,00-0032950,2021,PHI/WAS/IND,578.0,71.3,32.0,32.0,78.9,-7.6,Fair Value,2.23,13.7,-2.1,44.8,55.7,4.4,1.1,0.13,128.0,66.470683,2019,4
D.Prescott,00-0033077,2021,Cowboys,701.0,82.3,40.0,40.0,94.7,-12.4,Overpaid,2.06,101.0,1.5,49.2,61.8,5.2,1.5,2.58,160.0,95.0,2021,4
J.Goff,00-0033106,2021,DET/LAR,540.0,68.3,33.5,33.5,84.2,-15.9,Overpaid,2.04,-32.4,0.6,45.4,61.5,3.5,1.5,0.43,134.0,57.042682,2019,4
R.Wilson,00-0029263,2021,SEA/DEN,458.0,75.1,35.0,35.0,92.1,-17.0,Overpaid,2.15,15.0,3.2,44.1,56.6,5.2,1.3,0.26,140.0,70.0,2019,4
P.Mahomes,00-0033873,2020,Chiefs,777.0,91.7,4.106491,4.11,18.4,73.3,Excellent Value,22.33,215.0,2.3,54.1,60.0,5.2,1.0,7.34,16.425962,16.425962,2017,4
G.Minshew II,00-0035289,2020,PHI/JAX,254.0,69.3,0.677904,0.68,0.0,69.3,Excellent Value,102.23,15.4,2.4,42.1,53.9,3.9,0.8,0.22,2.711616,0.191616,2019,4
J.Allen,00-0034857,2020,Bills,766.0,88.7,5.295759,5.3,21.1,67.6,Excellent Value,16.75,184.6,6.0,53.9,61.7,4.9,1.3,4.92,21.183034,21.183034,2018,4
D.Watson,00-0033537,2020,Texans,657.0,83.2,3.463621,3.46,15.8,67.4,Excellent Value,24.02,141.5,6.5,52.8,58.1,4.8,1.0,2.97,13.854482,13.854482,2017,4
L.Jackson,00-0034796,2020,Ravens,511.0,77.0,2.367913,2.37,10.5,66.5,Excellent Value,32.52,77.9,1.3,47.9,53.4,4.0,1.7,1.92,9.471652,8.055062,2018,4
N.Mullens,00-0033319,2020,49ers,349.0,66.8,0.75,0.75,2.6,64.2,Excellent Value,89.07,3.3,-2.6,47.3,60.5,3.4,3.4,-0.95,0.75,0.0,2020,1
C.Newton,00-0027939,2020,Patriots,418.0,67.1,1.75,1.75,5.3,61.8,Excellent Value,38.34,-11.7,-1.0,46.7,57.9,1.5,1.9,0.08,1.75,0.55,2020,1
R.Fitzpatrick,00-0023682,2020,Dolphins,297.0,78.4,5.5,5.5,23.7,54.7,Excellent Value,14.25,54.7,3.4,54.2,61.6,4.2,2.6,1.96,11.0,7.0,2019,2
D.Lock,00-0035704,2020,DEN/SEA,485.0,62.0,1.752705,1.75,7.9,54.1,Excellent Value,35.37,-42.7,-5.5,40.8,52.4,3.1,3.0,-0.56,7.01082,4.42745,2019,4
A.Dalton,00-0027973,2020,Cowboys,372.0,66.7,3.0,3.0,13.2,53.5,Excellent Value,22.23,-8.6,-0.4,46.8,58.1,3.6,2.1,-0.06,3.0,3.0,2020,1
J.Herbert,00-0036355,2020,Chargers,651.0,78.9,6.644689,6.64,28.9,50.0,Excellent Value,11.87,91.3,0.0,47.8,60.8,4.5,1.5,3.46,26.578754,26.578754,2020,4
M.Trubisky,00-0033869,2020,Bears,366.0,73.1,7.258109,7.26,31.6,41.5,Excellent Value,10.07,30.3,1.2,52.5,59.6,4.5,2.1,0.7,29.032436,29.032436,2017,4
B.Mayfield,00-0034855,2020,Browns,607.0,80.4,8.170745,8.17,42.1,38.3,Excellent Value,9.84,99.1,2.0,49.8,57.5,4.7,1.4,3.56,32.68298,32.68298,2018,4
D.Jones,00-0035710,2020,Giants,516.0,63.3,6.416014,6.42,26.3,37.0,Excellent Value,9.87,-24.6,-2.2,43.4,54.3,2.0,1.8,-0.99,25.664056,25.664056,2019,4
K.Murray,00-0035228,2020,Cardinals,629.0,77.7,8.789661,8.79,44.7,33.0,Excellent Value,8.84,48.7,2.2,49.1,59.6,3.6,1.7,2.56,35.158644,35.158644,2019,4
T.Tagovailoa,00-0036212,2020,Dolphins,326.0,65.5,7.568859,7.57,36.8,28.7,Excellent Value,8.65,-10.8,-1.2,45.7,57.1,3.2,1.4,0.2,30.275436,30.275436,2020,4
T.Brady,00-0019596,2020,Buccaneers,777.0,84.1,25.0,25.0,57.9,26.2,Excellent Value,3.36,159.5,2.4,49.2,62.0,6.1,1.8,4.37,50.0,50.0,2020,2
J.Burrow,00-0036442,2020,Bengals,449.0,71.5,9.047534,9.05,47.4,24.1,Excellent Value,7.9,30.7,2.1,46.8,58.8,2.8,1.1,1.45,36.190136,36.190136,2020,4
T.Bridgewater,00-0031237,2020,Panthers,560.0,73.3,21.0,21.0,50.0,23.3,Excellent Value,3.49,53.4,4.0,48.4,60.7,2.6,1.9,1.03,63.0,33.0,2020,3
S.Darnold,00-0034869,2020,NYJ/CAR,424.0,57.2,7.561924,7.56,34.2,23.0,Excellent Value,7.56,-74.5,-1.9,41.3,51.2,2.1,2.5,-1.39,30.247694,30.247694,2018,4
N.Foles,00-0029567,2020,Bears,333.0,62.1,8.0,8.0,39.5,22.6,Excellent Value,7.76,-44.6,1.7,39.9,60.7,2.9,2.3,-1.17,24.0,21.0,2020,3
P.Rivers,00-0022942,2020,Colts,609.0,79.0,25.0,25.0,57.9,21.1,Excellent Value,3.16,108.3,0.3,49.1,65.0,4.1,1.8,2.87,25.0,25.0,2020,1
D.Brees,00-0020531,2020,Saints,477.0,77.5,25.0,25.0,57.9,19.6,Good Value,3.1,49.6,0.4,48.8,67.5,5.4,1.8,2.36,50.0,25.0,2020,2
D.Carr,00-0031280,2020,Raiders,563.0,78.4,25.005,25.0,65.8,12.6,Good Value,3.14,52.6,2.6,49.4,61.8,4.7,1.6,3.87,125.025,40.0,2017,5
R.Tannehill,00-0029701,2020,Titans,555.0,85.5,29.5,29.5,73.7,11.8,Good Value,2.9,133.8,2.8,52.4,60.0,5.9,1.4,4.01,118.0,62.0,2020,4
N.Foles,00-0029567,2020,JAX/CHI,333.0,62.1,22.0,22.0,52.6,9.5,Fair Value,2.82,-44.6,1.7,39.9,60.7,2.9,2.3,-1.17,88.0,45.125,2019,4
K.Cousins,00-0029604,2020,Vikings,575.0,79.7,28.0,28.0,71.1,8.6,Fair Value,2.85,93.7,4.6,51.8,60.7,5.9,2.2,2.11,84.0,84.0,2018,3
A.Rodgers,00-0023459,2020,Packers,659.0,93.6,33.5,33.5,86.8,6.8,Fair Value,2.79,213.7,6.8,54.5,64.9,7.8,0.9,4.44,134.0,78.7,2018,4
M.Stafford,00-0026498,2020,LAR/DET,579.0,74.9,27.0,27.0,68.4,6.5,Fair Value,2.77,68.9,-1.0,48.9,58.5,4.4,1.7,1.74,135.0,60.5,2017,5
A.Smith,00-0023436,2020,Commanders,277.0,58.8,23.5,23.5,55.3,3.5,Fair Value,2.5,-38.0,-0.8,41.5,60.6,2.1,2.8,-1.64,94.0,55.0,2018,4
M.Ryan,00-0026143,2020,ATL/IND,685.0,74.3,30.0,30.0,76.3,-2.0,Fair Value,2.48,69.3,1.2,47.2,59.4,3.7,1.6,0.06,150.0,94.5,2018,5
D.Prescott,00-0033077,2020,Cowboys,241.0,76.7,31.409,31.41,78.9,-2.2,Fair Value,2.44,29.2,0.3,54.4,62.7,3.6,1.6,0.77,31.409,31.409,2020,1
K.Cousins,00-0029604,2020,Vikings,575.0,79.7,33.0,33.0,84.2,-4.5,Fair Value,2.42,93.7,4.6,51.8,60.7,5.9,2.2,2.11,66.0,61.0,2020,2
P.Mahomes,00-0033873,2020,Chiefs,777.0,91.7,45.0,45.0,100.0,-8.3,Fair Value,2.04,215.0,2.3,54.1,60.0,5.2,1.0,7.34,450.0,63.081905,2020,10
D.Watson,00-0033537,2020,Texans,657.0,83.2,39.0,39.0,97.4,-14.2,Overpaid,2.13,141.5,6.5,52.8,58.1,4.8,1.0,2.97,156.0,74.894247,2020,4
J.Goff,00-0033106,2020,DET/LAR,651.0,72.1,33.5,33.5,86.8,-14.7,Overpaid,2.15,12.8,0.9,47.9,61.4,3.2,1.9,1.09,134.0,57.042682,2019,4
B.Roethlisberger,00-0022924,2020,Steelers,699.0,76.8,34.0,34.0,92.1,-15.3,Overpaid,2.26,53.4,-0.5,47.4,63.8,5.1,1.9,0.75,68.0,37.5,2019,2
R.Wilson,00-0029263,2020,SEA/DEN,695.0,78.6,35.0,35.0,94.7,-16.1,Overpaid,2.25,74.2,5.8,49.1,56.8,5.8,1.9,2.22,140.0,70.0,2019,4
C.Wentz,00-0032950,2020,PHI/WAS/IND,514.0,57.9,32.0,32.0,81.6,-23.7,Severely Overpaid,1.81,-67.0,-3.5,39.5,48.8,2.9,2.7,-2.21,128.0,66.470683,2019,4
D.Prescott,00-0033077,2019,Cowboys,640.0,84.0,0.680848,0.68,11.8,72.2,Excellent Value,123.38,126.3,1.0,52.3,60.6,4.5,1.6,2.09,2.723392,0.383392,2016,4
L.Jackson,00-0034796,2019,Ravens,531.0,88.2,2.367913,2.37,20.6,67.6,Excellent Value,37.25,161.5,2.8,48.8,55.7,5.4,1.2,2.89,9.471652,8.055062,2018,4
P.Mahomes,00-0033873,2019,Chiefs,657.0,92.6,4.106491,4.11,26.5,66.1,Excellent Value,22.55,198.7,2.3,51.1,59.5,5.2,1.0,5.92,16.425962,16.425962,2017,4
K.Allen,00-0034577,2019,Panthers,555.0,64.1,0.4875,0.49,0.0,64.1,Excellent Value,131.49,-23.0,-1.0,47.0,54.6,3.0,2.8,-0.31,0.975,0.0,2018,2
K.Allen,00-0034577,2019,Panthers,555.0,64.1,0.581,0.58,2.9,61.2,Excellent Value,110.33,-23.0,-1.0,47.0,54.6,3.0,2.8,-0.31,1.713,0.003,2018,3
G.Minshew,00-0035289,2019,PHI/JAX,225.0,67.1,0.677904,0.68,5.9,61.2,Excellent Value,98.98,-1.2,-0.2,46.7,55.1,3.9,0.9,-0.11,2.711616,0.191616,2019,4
G.Minshew II,00-0035289,2019,PHI/JAX,332.0,64.2,0.677904,0.68,5.9,58.3,Excellent Value,94.7,-3.5,-6.5,40.4,48.5,3.5,1.2,1.14,2.711616,0.191616,2019,4
D.Watson,00-0033537,2019,Texans,679.0,80.8,3.463621,3.46,23.5,57.3,Excellent Value,23.33,94.3,2.1,48.5,56.6,4.0,1.6,3.66,13.854482,13.854482,2017,4
J.Brissett,00-0033119,2019,NE/IND,504.0,69.9,0.852708,0.85,14.7,55.2,Excellent Value,81.97,8.9,-3.3,45.0,54.0,3.4,1.1,0.66,3.410832,0.680604,2016,4
M.Rudolph,00-0034771,2019,Steelers,309.0,61.0,0.980467,0.98,17.6,43.4,Excellent Value,62.22,-30.8,-1.2,39.2,57.0,4.1,2.8,-0.95,3.921866,0.932264,2018,4
R.Fitzpatrick,00-0023682,2019,Dolphins,578.0,73.2,5.5,5.5,32.4,40.8,Excellent Value,13.31,24.4,-0.5,47.2,53.8,3.4,2.2,1.68,11.0,7.0,2019,2
R.Tannehill,00-0029701,2019,MIA/TEN,399.0,81.4,7.0,7.0,44.1,37.3,Excellent Value,11.63,76.9,6.4,53.1,59.4,6.2,1.6,2.14,7.0,6.75,2019,1
J.Allen,00-0034857,2019,Bills,489.0,65.7,5.295759,5.3,29.4,36.3,Excellent Value,12.41,-17.1,-3.3,42.3,48.7,2.9,1.6,0.14,21.183034,21.183034,2018,4
C.Wentz,00-0032950,2019,Eagles,678.0,73.2,6.669085,6.67,38.2,35.0,Excellent Value,10.98,20.0,-0.8,46.3,57.4,3.8,1.0,0.58,26.676338,26.676338,2016,4
J.Goff,00-0033106,2019,Rams,659.0,74.6,6.984418,6.98,41.2,33.4,Excellent Value,10.68,62.6,-1.8,46.4,59.8,3.2,2.3,1.46,27.937672,27.937672,2016,4
D.Jones,00-0035710,2019,Giants,527.0,66.0,6.416014,6.42,35.3,30.7,Excellent Value,10.29,-26.3,-1.9,41.9,53.9,4.4,2.2,-0.01,25.664056,25.664056,2019,4
M.Trubisky,00-0033869,2019,Bears,574.0,63.4,7.258109,7.26,47.1,16.3,Good Value,8.74,-31.3,-2.3,43.6,56.8,2.8,1.7,-0.88,29.032436,29.032436,2017,4
C.Keenum,00-0028986,2019,Commanders,265.0,64.4,7.5,7.5,50.0,14.4,Good Value,8.59,-8.0,-1.1,46.4,60.4,4.1,1.8,-0.21,7.5,7.5,2019,1
D.Brees,00-0020531,2019,Saints,423.0,83.5,25.0,25.0,70.6,12.9,Good Value,3.34,78.9,6.2,53.0,72.6,6.5,1.2,2.4,50.0,27.0,2018,2
S.Darnold,00-0034869,2019,NYJ/CAR,484.0,65.2,7.561924,7.56,52.9,12.3,Good Value,8.62,-9.2,1.0,42.8,56.4,3.7,2.6,-0.5,30.247694,30.247694,2018,4
B.Mayfield,00-0034855,2019,Browns,591.0,63.7,8.170745,8.17,55.9,7.8,Fair Value,7.8,-6.7,-3.0,42.5,53.6,3.7,3.5,-0.39,32.68298,32.68298,2018,4
D.Carr,00-0031280,2019,Raiders,555.0,81.2,25.005,25.0,73.5,7.7,Fair Value,3.25,84.1,5.7,49.5,65.0,3.7,1.4,2.93,125.025,40.0,2017,5
K.Murray,00-0035228,2019,Cardinals,617.0,65.8,8.789661,8.79,58.8,7.0,Fair Value,7.49,-6.1,-1.5,42.8,56.6,2.9,1.8,1.35,35.158644,35.158644,2019,4
M.Stafford,00-0026498,2019,LAR/DET,317.0,76.9,27.0,27.0,76.5,0.4,Fair Value,2.85,68.7,2.1,49.2,59.0,5.8,1.5,2.89,135.0,60.5,2017,5
A.Dalton,00-0027973,2019,Bengals,570.0,61.5,16.0,16.0,61.8,-0.3,Fair Value,3.84,-18.3,-3.3,42.6,55.1,2.7,2.4,-0.11,96.0,17.0,2014,6
C.Keenum,00-0028986,2019,Broncos,265.0,64.4,18.0,18.0,64.7,-0.3,Fair Value,3.58,-8.0,-1.1,46.4,60.4,4.1,1.8,-0.21,36.0,25.0,2018,2
T.Brady,00-0019596,2019,Patriots,682.0,66.2,23.0,23.0,67.6,-1.4,Fair Value,2.88,14.6,-2.5,41.9,57.6,3.4,1.3,-0.46,23.0,22.0,2019,1
J.Garoppolo,00-0031345,2019,49ers,589.0,77.8,27.5,27.5,79.4,-1.6,Fair Value,2.83,83.0,1.8,49.4,62.1,4.6,2.5,2.59,137.5,48.7,2018,5
K.Cousins,00-0029604,2019,Vikings,552.0,79.2,28.0,28.0,85.3,-6.1,Fair Value,2.83,72.6,3.8,46.2,62.9,4.9,1.2,2.26,84.0,84.0,2018,3
J.Brissett,00-0033119,2019,Colts,504.0,69.9,27.975,27.98,82.4,-12.5,Overpaid,2.5,8.9,-3.3,45.0,54.0,3.4,1.1,0.66,27.975,20.0,2019,1
M.Ryan,00-0026143,2019,ATL/IND,690.0,73.1,30.0,30.0,88.2,-15.1,Overpaid,2.44,28.3,1.8,46.8,59.1,3.7,2.0,1.39,150.0,94.5,2018,5
R.Wilson,00-0029263,2019,SEA/DEN,686.0,83.3,35.0,35.0,100.0,-16.7,Overpaid,2.38,108.4,7.1,49.9,55.4,4.6,0.7,3.41,140.0,70.0,2019,4
A.Rodgers,00-0023459,2019,Packers,705.0,77.2,33.5,33.5,94.1,-16.9,Overpaid,2.3,86.2,1.7,45.0,56.7,4.1,0.8,2.5,134.0,78.7,2018,4
C.Wentz,00-0032950,2019,PHI/WAS/IND,678.0,73.2,32.0,32.0,91.2,-18.0,Overpaid,2.29,20.0,-0.8,46.3,57.4,3.8,1.0,0.58,128.0,66.470683,2019,4
